ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,CreditScoreGroup
25134,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,486500,3.99,0.2872,4275,360,not_neg,not_int,not_lpsm,938000,sb,pr,home,1u,16080,exp,581,exp,55-64,to_inst,51.86567164,south,direct,0,39,500-600
25135,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,356500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1u,5100,cib,796,cib,35-44,not_inst,73.05327869,north,direct,1,40,700-800
25136,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,266500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1u,2700,exp,678,exp,45-54,to_inst,70.5026455,south,direct,1,42,600-700
25137,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,186500,4.25,-0.0995,1552.63,360,not_neg,int_only,not_lpsm,418000,sb,pr,home,1u,2280,cib,714,exp,65-74,to_inst,44.61722488,north,direct,0,38,700-800
25138,2019,cf,joint,pre,type1,p3,l1,nopc,nob/c,126500,4.875,1.2777,1928.39,240,not_neg,not_int,not_lpsm,218000,sb,pr,home,1u,5340,crif,871,exp,45-54,to_inst,58.02752294,north,direct,0,44,800-900
25139,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,276500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1u,4680,cib,800,cib,65-74,to_inst,71.2628866,south,direct,1,47,700-800
25140,2019,cf,female,pre,type1,p1,l1,nopc,nob/c,106500,4.25,0.7565,2980.63,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,2460,crif,700,cib,65-74,to_inst,71.95945946,north,direct,0,40,600-700
25141,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,386500,3.99,0.4371,5129,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1u,7320,exp,880,exp,35-44,to_inst,86.27232143,north,direct,0,36,800-900
25142,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,376500,4.75,0.362,0,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1u,6720,cib,853,exp,25-34,not_inst,62.95986622,north,direct,0,37,800-900
25143,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,206500,3.875,0.6165,5344.5,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,2760,crif,644,cib,55-64,to_inst,71.70138889,north,direct,0,39,600-700
25144,2019,cf,"sex not available",pre,type1,p4,l1,nopc,nob/c,286500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,9660,equi,898,exp,35-44,not_inst,75.13586957,south,direct,1,39,800-900
25145,2019,cf,female,nopre,type1,p2,l1,nopc,nob/c,486500,3.625,-0.1498,906.97,360,not_neg,int_only,not_lpsm,888000,sb,pr,home,1u,5040,exp,717,cib,25-34,not_inst,54.78603604,north,direct,0,38,700-800
25146,2019,cf,male,pre,type1,p4,l1,nopc,nob/c,406500,4.375,-0.0155,2596.45,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,3u,5580,crif,773,cib,25-34,not_inst,50.30940594,south,direct,0,42,700-800
25147,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,146500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,158000,sb,pr,home,1u,4620,exp,868,cib,45-54,to_inst,92.72151899,north,direct,1,43,800-900
25148,2019,cf,female,pre,type2,p3,l1,nopc,b/c,156500,3.75,0.9347,2607.66,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1u,5460,exp,540,cib,55-64,to_inst,87.92134831,south,direct,0,50,500-600
25149,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,476500,4.75,0.4465,0,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1u,6600,exp,718,cib,35-44,not_inst,95.68273092,north,direct,0,45,700-800
25150,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,86500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,208000,sb,ir,home,1u,2220,exp,786,exp,45-54,to_inst,41.58653846,north,direct,1,42,700-800
25151,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,246500,4.625,0.5163,7064.56,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,2580,cib,713,cib,>74,to_inst,82.71812081,north,direct,0,43,700-800
25152,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,596500,3.625,-0.1969,2572.4,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1u,5100,cib,874,exp,65-74,not_inst,98.10855263,north,direct,0,60,800-900
25153,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,556500,3.99,0.4568,12800,360,not_neg,int_only,not_lpsm,838000,sb,pr,home,1u,8100,crif,647,cib,55-64,to_inst,66.40811456,north,direct,0,41,600-700
25154,2019,cf,male,pre,type1,p1,l1,nopc,nob/c,1226500,4.99,1.3059,12500,360,not_neg,not_int,not_lpsm,1758000,sb,ir,home,4u,16260,crif,711,cib,45-54,not_inst,69.76678043,south,direct,0,37,700-800
25155,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,266500,3.99,0.3904,2596.45,360,not_neg,not_int,lpsm,418000,sb,pr,home,1u,8880,equi,625,exp,35-44,not_inst,75.13586957,north,direct,1,39,600-700
25156,2019,ncf,"sex not available",nopre,type2,p1,l1,nopc,b/c,196500,3.75,0.3904,0,324,neg_amm,not_int,not_lpsm,198000,sb,pr,home,1u,5760,equi,768,exp,45-54,to_inst,99.24242424,south,direct,1,39,700-800
25157,2019,cf,female,pre,type1,p3,l1,nopc,nob/c,416500,3.625,-0.202,916,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1u,5100,cib,626,cib,25-34,not_inst,63.29787234,north,direct,0,45,600-700
25158,2019,ncf,female,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1u,2580,crif,500,cib,55-64,to_inst,109.8404255,north,direct,1,60,300-500
25159,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,106500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,8100,equi,700,exp,35-44,to_inst,75.13586957,south,direct,1,39,600-700
25160,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,386500,3.625,-0.0141,154.68,360,not_neg,int_only,not_lpsm,648000,sb,pr,home,1u,12120,cib,663,exp,45-54,not_inst,59.64506173,north,direct,0,25,600-700
25161,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,246500,4.125,0.0514,1305.85,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1u,3660,crif,538,exp,25-34,not_inst,70.83333333,south,direct,0,33,500-600
25162,2019,cf,male,pre,type2,p3,l1,nopc,b/c,266500,3.99,0.8946,0,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1u,4260,cib,695,cib,25-34,not_inst,86.52597403,north,direct,0,54,600-700
25163,2019,cf,male,pre,type1,p1,l1,nopc,nob/c,336500,3.875,0.5642,590.73,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,5580,exp,517,cib,35-44,not_inst,93.99441341,north,direct,0,42,500-600
25164,2019,cf,male,pre,type2,p3,l1,nopc,b/c,126500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,3000,exp,815,cib,45-54,to_inst,85.47297297,north,direct,1,38,800-900
25165,2019,cf,joint,pre,type1,p1,l1,nopc,nob/c,206500,3.99,0.3064,1150,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1u,5220,cib,759,exp,65-74,to_inst,54.62962963,south,direct,0,23,700-800
25166,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,66500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,78000,sb,sr,home,1u,1860,cib,792,cib,<25,to_inst,85.25641026,south,direct,1,27,700-800
25167,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,476500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,748000,sb,pr,home,1u,9180,cib,822,exp,45-54,to_inst,63.70320856,south,direct,1,45,800-900
25168,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,376500,4.375,-0.0845,7866.73,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1u,8100,cib,516,exp,45-54,not_inst,78.76569038,north,direct,0,33,500-600
25169,2019,cf,female,pre,type1,p1,l1,nopc,nob/c,256500,3.875,0.4985,4486.63,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1u,6840,exp,704,cib,35-44,to_inst,92.26618705,north,direct,0,26,700-800
25170,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,316500,3.875,0.7279,810.9,240,not_neg,not_int,not_lpsm,558000,sb,pr,home,1u,9000,exp,808,exp,55-64,not_inst,56.72043011,north,direct,0,32,800-900
25171,2019,cf,joint,nopre,type1,p1,l2,nopc,nob/c,426500,3.99,0.3904,2596.45,300,neg_amm,int_only,not_lpsm,418000,sb,pr,home,1u,9360,equi,534,exp,25-34,to_inst,75.13586957,south,direct,1,39,500-600
25172,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,216500,3.875,0.3584,3432.4,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1u,4560,crif,786,exp,55-64,to_inst,66.00609756,north,direct,0,24,700-800
25173,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,436500,3.5,-0.3261,9465.73,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1u,4620,cib,605,exp,35-44,not_inst,69.50636943,south,direct,0,49,600-700
25174,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,126500,4.99,0.5716,1150,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,4260,exp,539,cib,55-64,to_inst,42.44966443,south,direct,0,20,500-600
25175,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,96500,3.99,1.3777,3518.7,96,not_neg,not_int,not_lpsm,158000,sb,pr,home,1u,4680,crif,522,cib,65-74,to_inst,61.07594937,south,direct,0,44,500-600
25176,2019,cf,female,nopre,type1,p2,l1,nopc,nob/c,406500,3.99,0.342,0,360,not_neg,not_int,not_lpsm,838000,sb,pr,home,1u,6960,cib,812,cib,25-34,not_inst,48.50835322,south,direct,0,31,800-900
25177,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,336500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,358000,sb,pr,home,1u,3660,exp,860,cib,25-34,to_inst,93.99441341,north,direct,1,48,800-900
25178,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,426500,3.5,0.005,10625,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1u,4440,crif,876,cib,35-44,not_inst,72.53401361,north,direct,0,43,800-900
25179,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,416500,3.875,0.812,1830,240,not_neg,not_int,not_lpsm,608000,sb,pr,home,1u,9120,crif,762,exp,35-44,to_inst,68.50328947,north,direct,0,42,700-800
25180,2019,ncf,joint,nopre,type2,p3,l1,nopc,b/c,186500,4.75,1.3638,0,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1u,4920,cib,809,exp,25-34,to_inst,85.55045872,north,direct,0,33,800-900
25181,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,606500,4.5,0.1971,1900,360,not_neg,not_int,not_lpsm,1508000,sb,pr,home,1u,12060,exp,595,cib,45-54,to_inst,40.21883289,north,direct,0,48,500-600
25182,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,446500,4,-0.0042,0,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1u,9180,crif,598,exp,55-64,not_inst,82.99256506,north,direct,0,41,500-600
25183,2019,cf,"sex not available",pre,type1,p4,l1,nopc,nob/c,156500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1u,4860,exp,763,cib,35-44,to_inst,99.05063291,south,direct,1,27,700-800
25184,2019,cf,"sex not available",pre,type1,p1,l1,nopc,nob/c,256500,3.5,-0.0225,961.32,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,2640,cib,515,cib,35-44,not_inst,99.41860465,south,direct,0,44,500-600
25185,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,336500,3.25,0.0885,1036.21,180,not_neg,not_int,not_lpsm,458000,sb,pr,home,1u,27000,exp,508,exp,25-34,not_inst,73.47161572,north,direct,0,24,500-600
25186,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,406500,4.75,1.034,2752.55,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1u,7920,crif,820,exp,55-64,to_inst,60.85329341,south,direct,0,46,800-900
25187,2019,cf,male,nopre,type3,p1,l1,nopc,nob/c,266500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,3840,equi,529,exp,55-64,not_inst,75.13586957,north,direct,1,39,500-600
25188,2019,cf,male,nopre,type3,p1,l1,nopc,nob/c,266500,4.375,0.1812,209.91,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,3840,exp,592,cib,25-34,not_inst,103.2945736,north,direct,0,52,500-600
25189,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,156500,3.875,0.9983,2596.45,240,not_neg,not_int,not_lpsm,328000,sb,pr,home,1u,5880,cib,545,cib,45-54,to_inst,47.71341463,south,direct,0,23,500-600
25190,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,186500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,3180,equi,830,exp,55-64,to_inst,75.13586957,north,direct,1,39,800-900
25191,2019,cf,female,nopre,type2,p4,l1,nopc,b/c,636500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,0,equi,710,exp,45-54,not_inst,75.13586957,north,direct,1,39,700-800
25192,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,286500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,4140,equi,551,exp,65-74,to_inst,75.13586957,south,direct,1,39,500-600
25193,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,266500,3.99,0.4438,2187.35,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1u,3480,cib,715,cib,35-44,not_inst,95.86330935,south,direct,0,43,700-800
25194,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,266500,3.625,0.0707,6261.1,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1u,3660,crif,802,cib,35-44,not_inst,70.5026455,north,direct,0,46,800-900
25195,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,226500,3.5,0.0361,6172.13,300,not_neg,not_int,not_lpsm,308000,sb,pr,home,1u,4320,crif,871,cib,45-54,to_inst,73.53896104,south,direct,0,33,800-900
25196,2019,cf,female,nopre,type3,p4,l1,nopc,nob/c,146500,2.75,-0.689,3230.05,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1u,5760,exp,557,cib,45-54,to_inst,82.30337079,central,direct,0,39,500-600
25197,2019,cf,joint,nopre,type2,p1,l1,nopc,b/c,166500,5.25,1.8641,0,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1u,2100,cib,879,exp,65-74,to_inst,99.10714286,south,direct,0,45,800-900
25198,2019,cf,male,nopre,type3,p1,l1,nopc,nob/c,76500,4.125,0.357,797.77,360,not_neg,not_int,not_lpsm,78000,sb,pr,home,1u,1140,cib,743,cib,55-64,to_inst,98.07692308,south,direct,0,53,700-800
25199,2019,cf,male,nopre,type1,p1,l2,nopc,nob/c,336500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,7200,equi,572,exp,45-54,to_inst,75.13586957,south,direct,1,39,500-600
25200,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,266500,3.99,1.1269,3952.93,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,5460,exp,699,exp,55-64,to_inst,65.31862745,south,direct,0,43,600-700
25201,2019,cf,female,nopre,type2,p3,l1,nopc,b/c,186500,4.49,1.4342,625.63,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1u,3420,exp,538,cib,65-74,to_inst,81.79824561,north,direct,0,36,500-600
25202,2019,cf,"sex not available",nopre,type3,p1,l1,nopc,nob/c,506500,3.49,-0.0661,1481.59,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1u,6360,cib,617,cib,55-64,not_inst,101.7068273,south,direct,0,36,600-700
25203,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,428000,sb,pr,home,1u,5040,crif,761,cib,55-64,to_inst,66.93925234,south,direct,1,13,700-800
25204,2019,cf,joint,pre,type1,p1,l1,nopc,nob/c,566500,5,0.6536,0,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1u,7860,cib,711,exp,25-34,not_inst,94.73244147,north,direct,0,41,700-800
25205,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,366500,3.99,0.2433,1250,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1u,6060,exp,640,cib,65-74,to_inst,55.69908815,south,direct,0,44,600-700
25206,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,426500,3.5,-0.2432,1250,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1u,4800,crif,665,cib,25-34,to_inst,63.84730539,north,direct,0,39,600-700
25207,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,296500,4,0.2527,4441,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1u,4440,cib,667,cib,35-44,not_inst,78.43915344,north,direct,0,40,600-700
25208,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,676500,3.49,-0.4881,3044.07,360,not_neg,not_int,not_lpsm,978000,sb,pr,home,1u,7380,cib,834,exp,65-74,not_inst,69.17177914,north,direct,0,58,800-900
25209,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,526500,3.5,-0.1482,4497.05,360,not_neg,not_int,not_lpsm,718000,sb,pr,home,1u,7200,exp,829,cib,35-44,not_inst,73.32869081,central,direct,0,36,800-900
25210,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,256500,4.5,1.0231,4750,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1u,5100,cib,871,cib,35-44,not_inst,69.70108696,north,direct,0,36,800-900
25211,2019,ncf,joint,nopre,type1,p1,l1,nopc,nob/c,266500,4.25,-0.0124,5166.3,324,neg_amm,not_int,not_lpsm,328000,sb,pr,home,1u,8340,crif,661,exp,35-44,to_inst,81.25,north,direct,0,12,600-700
25212,2019,cf,female,nopre,type1,p3,l2,nopc,nob/c,216500,4.99,0.6818,1150,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,4980,cib,661,cib,45-54,to_inst,75.17361111,north,direct,0,31,600-700
25213,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,156500,4.625,1.0065,642.31,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,4080,crif,664,exp,65-74,not_inst,54.34027778,north,direct,0,43,600-700
25214,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,726500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,9660,equi,896,exp,35-44,not_inst,75.13586957,south,direct,1,39,800-900
25215,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,486500,3.75,0.0816,1644.21,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1u,17640,exp,856,exp,25-34,not_inst,90.42750929,central,direct,0,28,800-900
25216,2019,cf,joint,nopre,type2,p3,l1,nopc,b/c,256500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,6720,crif,603,exp,55-64,to_inst,71.64804469,central,direct,1,36,600-700
25217,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,396500,3.99,0.3904,2596.45,300,neg_amm,not_int,not_lpsm,568000,sb,pr,home,1u,5040,crif,627,cib,35-44,not_inst,69.80633803,north,direct,1,41,600-700
25218,2019,cf,female,pre,type1,p1,l1,nopc,nob/c,236500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,3240,equi,715,exp,55-64,not_inst,75.13586957,north,direct,1,39,700-800
25219,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,236500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,308000,sb,pr,home,1u,5280,exp,595,cib,65-74,to_inst,76.78571429,south,direct,1,31,500-600
25220,2019,ncf,"sex not available",pre,type1,p1,l1,nopc,nob/c,1486500,3.625,-0.1143,5818.5,360,not_neg,not_int,not_lpsm,2128000,sb,pr,home,1u,23760,exp,861,exp,35-44,not_inst,69.85432331,south,direct,0,39,800-900
25221,2019,cf,male,nopre,type1,p4,l2,nopc,nob/c,156500,3.875,0.5859,4281,240,not_neg,not_int,not_lpsm,398000,sb,pr,home,1u,4620,exp,851,cib,55-64,to_inst,39.32160804,south,direct,0,22,800-900
25222,2019,cf,"sex not available",pre,type1,p3,l1,nopc,nob/c,86500,4.25,0.9691,2291.25,180,not_neg,not_int,not_lpsm,248000,sb,pr,home,1u,1620,crif,660,cib,65-74,to_inst,34.87903226,south,direct,0,48,600-700
25223,2019,ncf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,1416500,3.625,0.0027,13611.13,360,not_neg,not_int,not_lpsm,3848000,sb,pr,home,1u,24060,exp,767,exp,45-54,to_inst,36.81133056,south,direct,0,31,700-800
25224,2019,cf,female,nopre,type3,p4,l1,nopc,nob/c,396500,2.99,-0.5806,5811.67,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,5760,crif,656,cib,35-44,to_inst,97.18137255,north,direct,0,39,600-700
25225,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,486500,3,-0.2038,0,180,not_neg,not_int,not_lpsm,998000,sb,pr,home,1u,12060,exp,875,cib,35-44,not_inst,48.74749499,south,direct,0,22,800-900
25226,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,216500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1u,3840,cib,778,cib,55-64,to_inst,64.05325444,north,direct,1,43,700-800
25227,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,266500,3.99,0.5849,2932.5,300,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,7200,exp,652,cib,35-44,to_inst,83.80503145,north,direct,0,31,600-700
25228,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,466500,4,-0.3286,0,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1u,5760,cib,577,exp,35-44,not_inst,75.48543689,central,direct,0,36,500-600
25229,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,156500,3.75,1.0431,4603.25,240,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,3540,exp,869,cib,35-44,to_inst,60.65891473,south,direct,0,43,800-900
25230,2019,cf,male,nopre,type2,p3,l2,nopc,b/c,606500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1u,7440,crif,758,cib,55-64,not_inst,90.79341317,south,direct,1,57,700-800
25231,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,246500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,8040,exp,701,cib,45-54,to_inst,95.54263566,south,direct,1,24,700-800
25232,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,316500,3.25,0.1267,2235,240,not_neg,not_int,not_lpsm,548000,sb,pr,home,1u,5460,crif,775,exp,45-54,not_inst,57.75547445,north,direct,0,41,700-800
25233,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,556500,4.75,0.61,12371.68,360,not_neg,not_int,not_lpsm,738000,sb,ir,home,1u,71220,exp,893,exp,55-64,not_inst,75.40650407,north,direct,0,19,800-900
25234,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,266500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,3060,cib,870,exp,65-74,to_inst,89.4295302,north,direct,1,56,800-900
25235,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,306500,4.5,1.0522,0,360,neg_amm,not_int,not_lpsm,328000,sb,pr,home,1u,7140,cib,785,cib,45-54,to_inst,93.44512195,south,direct,0,40,700-800
25236,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,456500,3.99,0.3904,2596.45,192,neg_amm,not_int,not_lpsm,778000,sb,pr,home,1u,9300,exp,779,cib,45-54,to_inst,58.67609254,south,direct,1,40,700-800
25237,2019,cf,joint,nopre,type2,p3,l1,nopc,b/c,116500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1u,2520,crif,565,exp,55-64,to_inst,84.42028986,north,direct,1,30,500-600
25238,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,5160,equi,792,exp,55-64,to_inst,75.13586957,north,direct,1,39,700-800
25239,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,556500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1u,5820,exp,753,cib,55-64,not_inst,80.88662791,north,direct,1,43,700-800
25240,2019,cf,female,nopre,type1,p4,l2,nopc,nob/c,486500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,8700,equi,838,exp,45-54,not_inst,75.13586957,south,direct,1,39,800-900
25241,2019,cf,male,nopre,type2,p4,l1,nopc,b/c,186500,4.25,1.2033,0,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,5760,crif,769,cib,25-34,to_inst,89.66346154,north,direct,0,39,700-800
25242,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,266500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,3120,cib,851,exp,65-74,to_inst,83.80503145,north,direct,1,50,800-900
25243,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,136500,3.5,0.6808,4341.98,360,not_neg,not_int,lpsm,188000,sb,pr,home,1u,2640,cib,517,cib,25-34,to_inst,72.60638298,south,direct,0,38,500-600
25244,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,536500,4.56,0.2928,6314.88,360,not_neg,not_int,not_lpsm,818000,sb,pr,home,1u,6720,cib,852,cib,25-34,to_inst,65.58679707,north,direct,0,41,800-900
25245,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,186500,3.75,0.8896,2617.25,180,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,8820,cib,587,exp,55-64,to_inst,64.75694444,north,direct,0,43,500-600
25246,2019,ncf,joint,nopre,type1,p3,l1,nopc,nob/c,796500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,2398000,sb,pr,home,1u,8880,exp,694,exp,65-74,to_inst,33.21517932,south,direct,1,42,600-700
